metric,flux,annual LBNL,annual ORNL,monthly LBNL,monthly ORNL
r2,gpp,0.737815340717109,0.5029573123416601,0.7015307488044569,0.6376000481136413
r2,lh,0.6400447225567856,0.6230793451656572,0.679212663911654,0.6607291400171463
r2,nee,0.032999006010505705,0.018510403466873878,0.3323387746073141,0.3259596435135197
rse,gpp,337.31813784596,395.86391483116404,1.8721779129846359,1.9974918619871374
rse,lh,8.779532818268871,9.091897303088242,15.78916455833977,17.449664234761723
rse,nee,175.58505586348807,75.23384560565601,1.7501147941151494,1.4839001922932789
